Fecha,Precipitacion_Pluviometrica,Precipitacion_Cronologica,Precipitacion_Maxima_30minutos,Heliofania_Efectiva,Heliofania_Relativa,Tesion_Vapor_Media,Humedad_Media,Humedad_Media_8_14_20,Rocio_Medio,Duracion_Follaje_Mojado,Velocidad_Viento_200cm_Media,Direccion_Viento_200cm,Velocidad_Viento_1000cm_Media,Direccion_Viento_1000cm,Velocidad_Viento_Maxima,Presion_Media,Radiacion_Global,Horas_Frio,Unidades_Frio,Temperatura_Abrigo_150cm,Temperatura_Abrigo_150cm_Maxima,Temperatura_Abrigo_150cm_Minima,Temperatura_Intemperie_50cm_Minima,Temperatura_Suelo_10cm_Media
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,9.712307000000001,83.0,81.0,6.544751,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,1.494,0.0,9.572915,12.3,7.3,0.0,9.702779
2,0.0,0.0,0.0,0.0,0.0,8.052779,81.0,77.0,3.7620410000000004,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,13.61201,13.363010000000001,8.314584,17.4,1.7,0.0,9.373611
3,0.0,0.0,0.0,0.0,0.0,7.681013,77.0,73.0,3.135792,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,13.94401,13.94401,7.433333,17.1,0.8,0.0,8.793056
4,0.0,0.0,0.0,0.0,0.0,7.810816,58.0,52.0,3.3963379999999996,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,7.801996000000001,3.236999,11.29514,22.2,3.9,0.0,8.979861
5,0.0,0.0,0.0,0.0,0.0,7.763989,51.0,49.0,3.1614459999999998,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,0.41500059999999994,13.84791,21.2,8.1,0.0,10.147219999999999
6,0.0,0.0,0.0,0.0,0.0,11.4588,64.0,57.0,8.932193,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,-8.631999,15.515279999999999,24.1,9.0,0.0,10.875
7,0.0,0.0,0.0,0.0,0.0,10.41728,63.0,61.0,7.180822,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,-4.232996,15.93472,19.7,11.6,0.0,11.9618
8,0.0,0.0,0.0,0.0,0.0,14.784579999999998,61.0,54.0,12.67947,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,-12.699010000000001,19.13541,30.0,11.2,0.0,13.084719999999999
9,1.4,0.0,0.0,0.0,0.0,16.59636,54.0,53.0,14.19798,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,-21.82903,25.93055,31.2,18.5,0.0,16.304170000000003
10,0.2,1.6,0.8,0.0,0.0,9.215789,75.0,75.0,5.756931,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,2.9879990000000003,12.53301,12.05625,18.5,7.9,0.0,13.62778
11,0.0,0.0,0.0,0.0,0.0,6.889278999999999,65.0,61.0,1.4980129999999998,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,8.797997,5.311996,9.617361,20.0,0.6,0.0,10.88889
12,0.0,0.0,0.0,0.0,0.0,7.6634720000000005,61.0,55.0,3.0840560000000004,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,7.303997,5.809993,10.55278,18.2,2.9,0.0,10.84445
13,0.0,0.0,0.0,0.0,0.0,8.883967,68.0,59.0,5.157406,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.498,9.877008,12.00625,13.7,10.3,0.0,11.1132
14,0.0,0.0,0.0,0.0,0.0,8.461086,79.0,76.0,4.503987,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,11.122,16.01901,9.077083,15.5,3.6,0.0,10.73125
15,0.0,0.0,0.0,0.0,0.0,8.820587,76.0,72.0,5.025213,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,7.6359960000000004,8.715005,8.869444,17.1,0.6,0.0,10.64305
16,0.0,0.0,0.0,0.0,0.0,10.2078,72.0,69.0,7.26196,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,2.904998,13.088189999999999,19.2,8.1,0.0,11.95347
17,0.0,0.0,0.0,0.0,0.0,10.76901,79.0,72.0,7.98912,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,4.481998,5.145997,12.19792,20.9,4.5,0.0,12.258339999999999
18,0.0,0.0,0.0,0.0,0.0,13.00329,80.0,76.0,10.76598,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.332,-2.987998,13.647920000000001,20.8,6.6,0.0,12.663889999999999
19,0.0,0.0,0.0,0.0,0.0,15.120320000000001,70.0,65.0,13.128279999999998,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,-14.52501,18.62847,27.6,12.1,0.0,14.19653
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,16.66931,61.0,54.0,14.631160000000001,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,-21.912029999999998,23.52709,32.2,16.5,0.0,17.20903
22,0.0,0.0,0.0,0.0,0.0,16.28999,62.0,55.0,14.28091,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,-18.924020000000002,22.354870000000002,31.2,14.5,0.0,17.62569
23,0.0,0.0,0.0,0.0,0.0,16.270039999999998,53.0,50.0,14.26795,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,-23.90403,24.72362,33.3,18.3,0.0,18.231939999999998
24,0.2,0.0,0.0,0.0,0.0,15.49136,47.0,48.0,13.3791,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,-23.90403,26.56598,35.0,21.8,0.0,19.12639
25,0.2,0.4,0.2,0.0,0.0,13.27225,79.0,84.0,10.96159,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,-1.079,15.63819,23.5,11.6,0.0,17.16597
26,0.0,0.0,0.0,0.0,0.0,12.58019,79.0,78.0,10.30322,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,0.16599979999999998,14.279860000000001,18.2,10.5,0.0,15.66736
27,0.2,0.2,0.2,0.0,0.0,14.401370000000002,93.0,94.0,12.38508,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,1.328,13.684029999999998,15.8,11.4,0.0,14.778479999999998
28,1.0,0.0,0.0,0.0,0.0,13.30516,83.0,79.0,11.172189999999999,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,-1.577,14.02917,17.3,12.4,0.0,14.585410000000001
29,0.0,1.0,0.8,0.0,0.0,13.49731,94.0,93.0,11.394110000000001,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,4.814,12.92362,16.8,9.7,0.0,14.628470000000002
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0,0.0,14.434170000000002,77.0,71.0,12.42508,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,-9.794001,17.0188,0.0,0.0,0.0,15.125
32,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.0,1.0,0.6,0.0,0.0,8.947563,84.0,81.0,5.209993,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,5.311998,0.0,8.916667,12.5,6.6,0.0,13.265979999999999
34,0.0,0.0,0.0,0.0,0.0,7.095325,74.0,67.0,2.035,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,12.616010000000001,14.19302,7.008335000000001,13.6,0.4,0.0,11.53195
35,0.0,0.0,0.0,0.0,0.0,7.6336509999999995,66.0,54.0,3.029964,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,7.967996,9.711,9.731944,19.0,2.2,0.0,11.83195
36,0.0,0.0,0.0,0.0,0.0,8.418847,69.0,59.0,4.142755999999999,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,6.639997,8.465996,10.87917,18.5,2.8,0.0,12.39583
37,0.0,0.0,0.0,0.0,0.0,11.18116,77.0,67.0,8.544636,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,4.315999,1.1619979999999999,12.71389,20.7,5.4,0.0,13.313889999999999
38,0.0,0.0,0.0,0.0,0.0,12.07129,76.0,68.0,9.685194000000001,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,-2.5729990000000003,14.3125,20.9,7.4,0.0,14.178479999999999
39,0.0,0.0,0.0,0.0,0.0,14.98051,77.0,72.0,12.972539999999999,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,-12.28401,16.99236,22.5,12.0,0.0,15.6125
40,0.0,0.0,0.0,0.0,0.0,15.226360000000001,76.0,68.0,13.23114,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,-13.363010000000001,18.04514,24.4,12.8,0.0,16.73959
41,0.0,0.0,0.0,0.0,0.0,13.6144,78.0,70.0,11.49254,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,-6.971997999999999,15.773620000000001,20.9,11.8,0.0,16.46944
42,0.0,3.0,1.0,0.0,0.0,13.14475,89.0,90.0,10.889289999999999,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,4.481999,12.77292,14.9,10.8,0.0,14.566670000000002
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0,0.0,9.660729,66.0,59.0,6.4313080000000005,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,6.473997,-1.162001,12.9875,22.4,3.7,0.0,13.85625
46,0.0,0.0,0.0,0.0,0.0,11.16542,57.0,51.0,8.536985000000001,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,-9.628,17.26667,0.0,0.0,0.0,15.05
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0,0.0,7.359777,66.0,58.0,2.514254,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,8.133996,13.446010000000001,9.254167,15.8,2.1,0.0,12.51875
51,0.0,0.0,0.0,0.0,0.0,8.789077,69.0,55.0,4.997293,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,6.307997,6.722998,10.39306,16.7,2.2,0.0,13.07361
52,0.0,0.0,0.0,0.0,0.0,10.726180000000001,73.0,73.0,7.975389,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,1.162,4.730999,13.82153,17.7,9.4,0.0,14.148610000000001
53,0.0,0.0,0.0,0.0,0.0,10.445969999999999,67.0,57.0,7.514671000000001,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,6.141997,-3.237,13.65916,23.8,4.6,0.0,14.455639999999999
54,0.0,0.0,0.0,0.0,0.0,11.9903,63.0,58.0,9.594759,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,-10.540999999999999,16.79028,23.1,8.8,0.0,16.00556
55,29.6,0.0,0.0,0.0,0.0,15.11612,69.0,66.0,13.10161,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,-16.26801,18.44653,23.7,13.4,0.0,17.122220000000002
56,0.0,0.0,0.0,0.0,0.0,18.580170000000003,76.0,79.0,16.2525,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,-21.497020000000003,21.57314,0.0,0.0,0.0,19.5
57,0.0,0.0,0.0,0.0,0.0,8.656847,55.0,45.0,4.582065,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,1.328,-1.411,15.56944,19.3,9.6,0.0,17.714579999999998
58,0.0,0.0,0.0,0.0,0.0,7.7336529999999994,63.0,45.0,2.780751,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,6.805992999999999,10.88286,18.3,1.9,0.0,15.627460000000001
59,0.0,0.0,0.0,0.0,0.0,10.8808,68.0,36.0,7.561481,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,-1.162002,13.0218,21.0,5.4,0.0,16.059720000000002
60,0.0,0.0,0.0,0.0,0.0,11.871260000000001,65.0,41.0,9.003382,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,-8.300001,15.288720000000001,20.9,8.4,0.0,16.36458
61,71.8,62.0,33.2,0.0,0.0,18.09111,77.0,80.0,15.62529,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,-11.454,18.77032,25.5,14.0,0.0,16.81945
62,0.0,9.799999,4.0,0.0,0.0,13.13269,74.0,73.0,10.48184,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,-5.726991,16.48581,20.0,11.5,0.0,17.69161
63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,0.0,14.46771,21.1,8.1,0.0,17.03889
64,5.6,0.2,0.2,0.0,0.0,12.891680000000001,55.0,50.0,10.21735,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,-12.45001,19.08461,27.4,12.0,0.0,17.23541
65,0.4,5.8,1.0,0.0,0.0,12.37703,81.0,76.0,9.271823,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,8.715003,12.85794,18.5,9.6,0.0,16.027079999999998
66,0.0,0.0,0.0,0.0,0.0,9.015725999999999,64.0,48.0,4.875106,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,2.4899970000000002,12.0163,20.3,4.0,0.0,15.39931
67,0.0,0.0,0.0,0.0,0.0,10.45783,63.0,40.0,6.587521000000001,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,-0.5810006,13.44297,21.3,5.4,0.0,15.836110000000001
68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,0.0,0.0,21.9,9.5,0.0,17.05363
69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,0.0,0.0,23.2,9.1,0.0,17.77917
70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,0.0,18.72109,23.6,14.3,0.0,18.765970000000003
71,14.2,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,0.0,0.0,27.2,8.1,0.0,18.25
72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,0.0,0.0,22.5,7.7,0.0,17.31875
74,0.0,0.0,10.2,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,0.0,20.94921,31.1,14.5,0.0,19.05
75,0.0,1.8,1.6,0.0,0.0,10.0116,67.0,62.0,6.376649,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,-0.6640005999999999,14.379129999999998,20.8,9.2,0.0,18.39375
76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,0.0,0.0,22.3,7.6,0.0,17.734029999999997
77,0.0,0.0,0.0,0.0,0.0,9.201377,53.0,45.0,5.199036,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,-3.983999,15.08371,20.6,9.5,0.0,17.72727
78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,0.0,0.0,23.7,10.5,0.0,17.54791
79,0.0,0.0,0.0,0.0,0.0,15.02385,59.0,54.0,12.797130000000001,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,-15.023010000000001,21.32627,30.5,13.7,0.0,19.27084
80,0.2,0.2,0.2,0.0,0.0,21.454929999999997,67.0,56.0,18.67207,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,-15.853010000000001,23.34486,34.7,14.7,0.0,20.759729999999998
81,0.0,0.0,0.0,0.0,0.0,22.63267,58.0,53.0,19.457929999999998,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,-21.24802,28.38385,34.1,23.7,0.0,23.042360000000002
82,0.0,30.0,4.6,0.0,0.0,17.615129999999997,82.0,85.0,15.116470000000001,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,-18.758020000000002,18.40503,23.7,17.3,0.0,20.38111
83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,0.0,0.0,23.3,12.9,0.0,20.59652
87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,0.0,20.8126,28.9,11.3,0.0,21.31875
88,0.0,0.0,0.0,0.0,0.0,24.25433,88.0,62.0,20.88387,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,-20.33502,20.95737,25.0,17.1,0.0,21.472920000000002
89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,0.0,0.0,21.2,12.3,0.0,20.3875
90,0.0,0.0,0.0,0.0,0.0,12.4921,61.0,50.0,9.729932000000002,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,-8.798,16.1553,24.9,8.9,0.0,19.48819
91,0.4,0.4,0.4,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,0.0,0.0,23.2,13.3,0.0,19.36907
92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,0.0,0.0,25.1,5.7,0.0,19.275
93,0.0,0.0,0.0,0.0,0.0,11.36386,53.0,22.0,8.596402000000001,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,-13.11401,19.40144,28.9,8.3,0.0,20.17778
94,0.0,0.0,0.0,0.0,0.0,16.80675,54.0,49.0,14.43069,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,-16.76601,22.20381,30.9,12.9,0.0,21.3382
95,37.8,37.8,24.0,0.0,0.0,23.90569,75.0,67.0,20.71636,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,-20.99902,0.0,32.0,19.0,0.0,22.67361
96,0.0,0.0,0.0,0.0,0.0,16.884439999999998,70.0,62.0,14.489189999999999,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,-19.75403,20.78456,27.1,17.0,0.0,21.8132
97,0.0,0.0,0.0,0.0,0.0,15.77113,73.0,66.0,13.6601,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,-15.60401,19.96014,27.7,15.6,0.0,21.00694
98,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,0.0,0.0,29.0,12.6,0.0,21.35715
99,0.8,1.8,0.8,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,0.0,0.0,28.7,20.6,0.0,22.360570000000003
100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,0.0,0.0,0.0,0.0,0.0,23.56383,86.0,83.0,20.066370000000003,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,-23.90403,22.37051,28.3,18.2,0.0,23.347920000000002
104,0.0,0.0,0.0,0.0,0.0,25.58744,80.0,77.0,21.42279,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,-23.90403,25.45903,30.4,22.8,0.0,24.498620000000003
105,0.2,0.0,0.0,0.0,0.0,15.518239999999999,56.0,46.0,13.38427,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,-22.825029999999998,24.09514,30.0,16.9,0.0,24.71111
106,11.4,11.6,2.2,0.0,0.0,16.77874,79.0,80.0,14.72829,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,-17.67902,19.285420000000002,23.2,15.6,0.0,22.58472
107,0.0,0.0,0.0,0.0,0.0,19.9229,79.0,73.0,17.41222,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,-20.16902,20.73541,28.8,15.2,0.0,22.18334
108,11.999989999999999,11.399989999999999,0.8,0.0,0.0,22.76475,96.0,95.0,19.44614,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,-19.837020000000003,21.0125,23.3,17.2,0.0,22.48959
109,0.4,0.8,0.2,0.0,0.0,14.02251,68.0,60.0,11.79085,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,-13.11401,19.714579999999998,27.6,12.3,0.0,22.17847
110,1.6,1.8,0.8,0.0,0.0,15.94769,68.0,61.0,13.77873,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,-18.67502,20.03819,28.3,13.0,0.0,22.24097
111,0.0,0.0,0.2,0.0,0.0,17.8191,66.0,60.0,15.35709,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,-22.57603,22.36459,29.2,16.9,0.0,23.48957
112,0.0,0.0,0.0,0.0,0.0,11.316139999999999,61.0,54.0,8.709732,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,-11.370999999999999,18.339579999999998,25.5,12.4,0.0,22.90555
113,0.0,0.0,0.0,0.0,0.0,11.14569,61.0,50.0,8.385518,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,-11.62,16.73542,23.9,7.5,0.0,22.13125
114,0.0,5.399999,1.6,0.0,0.0,14.802629999999999,87.0,87.0,12.75863,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,-1.8259990000000001,15.82153,19.2,12.1,0.0,20.61318
115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,0.0,0.0,0.0,0.0,0.0,13.064010000000001,65.0,61.0,10.885580000000001,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,-12.782010000000001,17.70209,23.6,11.3,0.0,20.96667
117,0.0,0.0,0.0,0.0,0.0,15.807310000000001,66.0,59.0,13.698929999999999,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,-18.59202,20.44166,26.4,13.8,0.0,22.129170000000002
118,0.0,0.0,0.0,0.0,0.0,18.23982,65.0,59.0,16.01119,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,-23.15703,23.17084,30.4,17.1,0.0,23.46459
119,0.0,0.0,0.0,0.0,0.0,18.79405,64.0,56.0,16.44912,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,-22.493029999999997,24.625,31.9,16.2,0.0,24.1625
120,0.0,0.0,0.0,0.0,0.0,18.51311,72.0,71.0,16.254620000000003,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,-23.07403,22.54514,25.7,20.1,0.0,23.645129999999998
121,0.0,0.0,0.0,0.0,0.0,14.3603,66.0,60.0,12.30935,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,-16.351010000000002,19.342370000000003,24.9,14.2,0.0,22.72639
122,0.0,0.0,0.0,0.0,0.0,13.286439999999999,58.0,52.0,11.11359,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,-18.924020000000002,20.00486,26.2,13.2,0.0,22.43126
123,0.0,0.0,0.0,0.0,0.0,16.16745,58.0,57.0,14.14215,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,-22.90803,22.903470000000002,30.7,17.3,0.0,23.544439999999998
124,0.0,0.0,0.0,0.0,0.0,17.672729999999998,67.0,63.0,15.4921,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,-21.33103,22.49236,29.7,15.8,0.0,24.11737
125,0.0,0.0,0.0,0.0,0.0,20.11127,76.0,75.0,17.55518,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,-23.90403,22.022920000000003,26.0,20.2,0.0,23.32777
126,0.0,0.0,0.0,0.0,0.0,19.524520000000003,67.0,63.0,17.11465,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,-23.90403,23.46598,29.0,18.7,0.0,23.95972
127,0.0,0.0,0.0,0.0,0.0,19.95131,62.0,59.0,17.43478,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,-23.90403,25.5,31.6,20.0,0.0,25.01389
128,37.400009999999995,37.400009999999995,19.2,0.0,0.0,25.52957,86.0,94.0,21.4168,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,-23.90403,24.90209,31.4,21.0,0.0,24.71319
129,0.0,0.0,0.0,0.0,0.0,21.76444,76.0,69.0,18.775570000000002,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,-23.90403,23.79305,29.6,20.4,0.0,24.97639
130,0.0,0.0,0.0,0.0,0.0,19.819670000000002,70.0,63.0,17.3362,0.0,0.0,  ,0.0,  ,0.0,0.0,0.0,0.0,-22.07803,23.537760000000002,29.2,16.5,0.0,25.537760000000002
